keyword_id,rule_version_id,type,keyword,keyword_category,data_type_focus,verdict,weight,created_at
04d43b30-9695-4378-b3cf-c26c7dbdc09c,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,처방,TREATMENT,NONE,FAIL_CONFIRMED,4,2026-08-14 04:05:00.136263+00:00
7b550d1d-41ca-4069-90b8-2b2911d9deaf,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,조제,TREATMENT,NONE,FAIL_CONFIRMED,4,2026-08-14 04:05:00.136263+00:00
706262f2-641e-4b47-af2f-68e0c815a692,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,복약지도,TREATMENT,NONE,FAIL_CONFIRMED,4,2026-08-14 04:05:00.136263+00:00
92dab2d4-0232-4ade-9c97-f3618100ef75,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,투약,TREATMENT,NONE,FAIL_CONFIRMED,4,2026-08-14 04:05:00.136263+00:00
b0f027d6-2bba-4eb3-a171-420c7e4b7a22,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,진단,DIAGNOSIS,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
0d40b255-fa1b-4dbb-b619-f5c0d7055130,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,치료,TREATMENT,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
ae82495f-cc4d-4491-a643-824b868c7304,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,경감,TREATMENT,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
757c8299-03a0-4919-88f4-ac991bbe8735,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,처치,TREATMENT,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
24204f66-01bd-4fc2-85da-4a010495fb14,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,PROHIBITED_ACTION,예방,TREATMENT,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
b5ff1bfe-46fd-4ca4-8c11-c8f18a6f9636,f3fd8a09-8a3f-4227-bcf9-858ac2c26b88,DISEASE,생리학적 상태,DIAGNOSIS,NONE,FAIL_CANDIDATE,4,2026-08-14 04:05:00.136263+00:00
